county,lat,lng,state
Ouachita Parish,32.4790511,-92.1615004,Louisiana
Marshall County,34.7329561,-89.4725635,Mississippi
Kaufman County,32.6199161,-96.2967512,Texas
Tangipahoa Parish,30.6323024,-90.4315754,Louisiana
Shiawassee County,42.9429488,-84.1458259,Michigan
Oahu County,21.48349555,-158.03640389298,Hawaii
Beaver County,38.3335694,-113.2754828,Utah
Oconee County,34.7622221,-83.1099645,South Carolina
Juana Díaz Municipio,18.0530354,-66.5058763,Puerto Rico
Marshall County,42.0378125,-92.9915704,Iowa
Victoria County,28.8026443,-96.9766308,Texas
Grand Forks County,47.9090529,-97.4800435,North Dakota
Indiana County,40.6424116,-79.1262839,Pennsylvania
Nelson County,37.7755351,-78.8973622,Virginia
Atchison County,39.545816,-95.3326052,Kansas
Fallon County,46.3291957,-104.4366483,Montana
Añasco Municipio,18.2908652,-67.1388448,Puerto Rico
Richmond County,35.0288383,-79.7333261,North Carolina
Kossuth County,43.1825351,-94.209098,Iowa
Laurens County,34.4646451,-81.9944042,South Carolina
Middlesex County,37.6221412,-76.5904374,Virginia
Defiance County,41.3203058,-84.5084835,Ohio
Kent County,43.0024013,-85.5502718,Michigan
Henry County,41.3418549,-90.1177442,Illinois
Pickens County,34.4630619,-84.4682402,Georgia
Shelby County,40.3491604,-84.1593008,Ohio
Sunflower County,33.4980504,-90.602067,Mississippi
Lamar County,33.0649401,-84.1445952,Georgia
Miller County,31.1591063,-84.737836,Georgia
Charles Mix County,43.2257871,-98.6162758,Dakota
Chemung County,42.1384667,-76.7725493,New York
Fayette County,29.8381635,-96.9559692,Texas
Perry County,37.7107349,-89.8430248,Missouri
Ozark County,36.6467816,-92.4575198,Missouri
Jackson County,35.5770886,-91.196742,Arkansas
Fayette County,33.3899269,-84.4953763,Georgia
Elko County,41.1958128,-115.3272864,Nevada
Valdez-Cordova Census Area,61.2620896,-144.7914471,Alaska
Upton County,31.3720387,-102.0386055,Texas
St. Martin Parish,30.1811426,-91.6081116,Louisiana
Caledonia County,44.4678493,-72.0897101,Vermont
Perry County,40.3966461,-77.2890283,Pennsylvania
Westchester County,41.1763139,-73.7907554,New York
Polk County,35.2779217,-82.176176,North Carolina
Custer County,35.6286063,-99.0092034,Oklahoma
Prairie County,34.8105247,-91.5751148,Arkansas
Belmont County,40.0057737,-81.0097516,Ohio
Bradford County,41.7746685,-76.5264613,Pennsylvania
Terrell County,30.1990738,-102.0974881,Texas
Barrow County,33.9848611,-83.6996482,Georgia
Barrow,71.3864521,-156.4821312,Alaska
Hart County,34.3410525,-82.9503277,Georgia
Clay County,33.2423393,-85.819651,Alabama
Guadalupe County,29.6480061,-97.8279576,Texas
Orleans County,43.2244513,-78.2272835,New York
Maui County,20.7580586,-156.3105232,Hawaii
Lawrence County,38.8400395,-86.4880717,Indiana
Glascock County,33.2168832,-82.6112005,Georgia
Arroyo Municipio,-11.4466959,-67.631743,Puerto Rico
Montgomery County,39.6837328,-84.2854817,Ohio
McHenry County,42.3294391,-88.4605713,Illinois
Muhlenberg County,37.1984359,-87.1417319,Kentucky
Ogle County,42.0397014,-89.3138599,Illinois
Atoka County,34.3284948,-96.017838,Oklahoma
Hopkins County,37.3006817,-87.5612458,Kentucky
Butte County,43.6989304,-113.2210324,Idaho
Long County,31.7704898,-81.753725,Georgia
St. James Parish,30.0096684,-90.7989525,Louisiana
Warren County,36.3901694,-78.1052123,North Carolina
Greene County,32.8620514,-87.9915392,Alabama
Leelanau County,44.8878795,-85.8119919,Michigan
Gila County,33.7517565,-110.8052705,Arizona
Nevada County,39.3540335,-120.8089843,California
Pennington County,43.9955746,-102.7854668,South Dakota
Shannon County,43.2977026,-102.5637516,South Dakota
Weston County,43.8397865,-104.5361902,Wyoming
Blanco County,30.2419274,-98.4004594,Texas
Sheridan County,48.7625919,-104.5154683,Montana
Washington County,36.2636501,-82.4911791,Tennessee
Monroe County,31.5593935,-87.3781004,Alabama
Del Norte County,41.7261767,-123.91328,California
Buffalo County,44.4073658,-91.7547858,Wisconsin
Warren County,38.7535106,-91.1453948,Missouri
Palo Alto County,43.0762829,-94.6625047,Iowa
Howard County,34.0744088,-93.9745776,Arkansas
Androscoggin County,44.1402839,-70.196395,Maine
Aleutians West Census Area,51.5672222,178.8776,Alaska
York County,37.2230374,-76.5156945,Virginia
Horry County,33.9204504,-78.9578973,South Carolina
Scotts Bluff County,41.8555787,-103.7088303,Nebraska
Madison County,43.7740801,-111.6304151,Idaho
Chase County,40.5217576,-101.6931758,Nebraska
Clark County,37.2045719,-99.8133765,Kansas
Hill County,31.9595085,-97.0881654,Texas
Desmet County,44.1571067,-103.0789823,Dakota
Harrison County,38.4355948,-84.3216412,Kentucky
Griggs County,47.4473179,-98.2616158,North Dakota
Beaver County,40.6916624,-80.3709999,Pennsylvania
Beaverhead County,45.1708403,-112.9537553,Montana
Pleasants County,39.370369,-81.1545062,West Virginia
Edgar County,39.6714952,-87.7340364,Illinois
Decatur County,39.7940527,-100.472769,Kansas
Sanders County,47.6801812,-115.1769538,Montana
Shelby County,39.3665064,-88.7886278,Illinois
Platte County,39.2510054,-94.6663350256915,Missouri
Lyon County,38.9328636,-77.0923014,Nebraska
Greene County,39.3573664,-90.3898985,Illinois
Guánica Municipio,17.9750648,-66.9100101,Puerto Rico
Maries County,38.1683782,-91.928925,Missouri
Crittenden County,35.2505701,-90.3192299,Arkansas
Sanpete County,39.3606305,-111.5767825,Utah
Sweet Grass County,45.8729386,-109.9503947,Montana
Crisp County,31.9152265,-83.77777,Georgia
Erath County,32.1954856,-98.2213499,Texas
Uvalde County,29.300357,-99.7733181,Texas
Somerset County,38.0630795,-75.8745873,Maryland
Sharkey County,32.8742585,-90.8478339,Mississippi
Williamson County,37.7248502,-88.9143385,Illinois
Houston County,43.6624222,-91.4685617,Minnesota
York County,39.9067499,-76.7008946,Pennsylvania
Bergen County,40.9678345,-74.0563254,New Jersey
Montgomery County,35.3299572,-79.8979019,North Carolina
Fulton County,41.0421416,-86.2875206,Indiana
Radford city,37.1292934,-80.5357895,Virginia
Clarion County,41.1818771,-79.429169,Pennsylvania
Rhea County,35.6123863,-84.9347264,Tennessee
Wyandotte County,39.1090458,-94.767624,Kansas
Wilson County,36.1466658,-86.3119998,Tennessee
Lorain County,41.2633554,-82.1734746,Ohio
Franklin County,40.1715234,-98.9687585,Nebraska
Garland County,34.5488944,-93.1838539,Arkansas
Webb County,27.6983621,-99.2523577,Texas
Garrard County,37.6360342,-84.5408428,Kentucky
Winona County,43.9582272,-91.7807784,Minnesota
Ross County,39.3455507,-83.077359,Ohio
Davis County,30.5928021,-104.492391,Kansas
Columbia County,45.9280203,-123.082293,Oregon
Polk County,47.6554613,-96.4193484,Minnesota
Richland County,46.2247251,-96.9470748,North Dakota
Hutchinson County,43.3271413,-97.7396791,South Dakota
Cook County,31.1455115,-83.4331569,Georgia
Whiteside County,41.7612332,-89.9214744,Illinois
Sumner County,36.4496718,-86.4685413,Tennessee
Eau Claire County,44.7257643,-91.3040313,Wisconsin
Morton County,46.7244733,-101.1644543,Dakota
Logan County,36.823707,-86.8833607,Kentucky
Richland County,38.7060457,-88.0949352,Illinois
Lane County,43.9314567,-122.8575849,Oregon
Tucker County,39.1256758,-79.5607117,West Virginia
Buffalo County,40.8421618,-99.0845816,Nebraska
Oswego County,43.4112973,-76.1279841,New York
Shoshone County,47.305486,-115.9583164,Idaho
Riley County,39.3026347,-96.7709339,Kansas
Bandera County,29.7643475,-99.234526,Texas
Panola County,34.3793392,-89.9601925,Mississippi
Prince George County,37.1815024,-77.2153144,Virginia
Hot Springs County,43.7008749,-108.409568,Wyoming
Traill County,47.4438504,-97.1797001,Dakota
Charles County,38.4991611,-77.027847,Maryland
Amherst County,37.5997548,-79.1483701,Virginia
Tattnall County,32.0252793,-82.0580692,Georgia
Tehama County,40.1251334,-122.2015529,California
Wood County,39.2054823,-81.5185967,West Virginia
Dodge County,44.0175404,-92.8678406,Minnesota
Douglas County,41.2954112,-96.1415672,Nebraska
Whitfield County,34.7969288,-84.9745026,Georgia
Clallam County,47.9998383,-123.7373472,Washington
Jim Wells County,27.8067733,-98.1084601,Texas
Catawba County,35.6740563,-81.2107215,North Carolina
Hutchinson County,43.3271413,-97.7396791,Dakota
San Juan County,36.4755752,-108.3046555,New Mexico
Greenup County,38.5108112,-82.9180186,Kentucky
Ulster County,41.8689317,-74.2618518,New York
Newport County,41.5107263,-71.2971352,Rhode Island
Kanawha County,38.3428208,-81.5089835,Virginia
Mingo County,37.679051,-82.1317065,West Virginia
Coffee County,31.5301809,-82.8405691,Georgia
Carroll County,33.4230182,-89.9110025,Mississippi
Tioga County,42.1333395,-76.3309339,New York
Mecosta County,43.6375503,-85.3168199,Michigan
Fayette County,38.0331608,-81.0722238,West Virginia
Bartow County,34.2394683,-84.8406984,Georgia
Addison County,44.0285618,-73.1491036,Vermont
Siskiyou County,41.5007223,-122.544354147521,California
Blackbird County,42.1700517,-96.3975611,Nebraska
Harlan County,40.1617382,-99.4349368,Nebraska
Moody County,43.998215,-96.6671385,South Dakota
Bibb County,32.8095879,-83.694562,Georgia
Donley County,34.9315007,-100.8145306,Texas
Lauderdale County,34.9049555,-87.6747398,Alabama
Forest County,45.625108,-88.806738,Wisconsin
Lincoln County,38.1570776,-82.0671435,Virginia
Wayne County,38.3079634,-111.1243088,Utah
Jones County,35.0306301,-77.3231405,North Carolina
St. Louis County,47.6201005,-92.4363343,Minnesota
Crawford County,40.8705909,-82.9065596,Ohio
Oldham County,38.40476845,-85.4768315588552,Kentucky
Warren County,38.9131907,-78.2096656,Virginia
Great Salt Lake County,41.1866811,-112.510188462709,Utah
Brunswick County,36.7788996,-77.8670883,Virginia
Rincón Municipio,18.3396565,-67.2506517,Puerto Rico
Barren County,36.9584649,-85.925817,Kentucky
Buchanan County,37.2600448,-82.0320334,Virginia
Mercer County,37.4071873,-81.1107194,Virginia
Black Hawk County,42.4607526,-92.3030235,Iowa
Tippecanoe County,40.3916066,-86.8879689,Indiana
Glynn County,31.2171726,-81.5012681,Georgia
Natchitoches Parish,31.6464192,-93.1427138,Louisiana
Cavalier County,48.7664381,-98.5001391,Dakota
Baker County,44.7259637,-117.6204818,Oregon
Los Angeles County,34.3155072,-118.2096814,California
Quebradillas Municipio,18.473687,-66.938211,Puerto Rico
Rolette County,48.7419695,-99.8380336,Dakota
Sherman County,45.3944268,-120.6963746,Oregon
Spalding County,33.2591296,-84.2770865,Georgia
Peach County,32.5543462,-83.8350733,Georgia
Mahoning County,40.9830133,-80.7826416,Ohio
Río Grande Municipio,-26.8154772,-55.0289654,Puerto Rico
Macon County,32.366606,-85.6660307,Alabama
Pemiscot County,36.2104949,-89.8351486,Missouri
Osceola County,43.9654579,-85.3310847,Michigan
Monroe County,41.9153358,-83.5135665,Michigan
Winnebago County,43.3747879,-93.7316088,Iowa
Clay County,36.5125924,-85.5323062,Tennessee
Churchill County,39.6136309,-118.4191948,Nevada
Kenedy County,26.9205171,-97.7461361,Texas
Muskogee County,35.6630196,-95.3927706,Oklahoma
Winchester city,39.16812725,-78.1731932687587,Virginia
Livingston County,37.1898627,-88.3343825,Kentucky
Lyman County,43.9176386,-99.8581638,South Dakota
Benton County,46.1691702,-119.5286424,Washington
Isle of Wight County,36.8953677,-76.7248143,Virginia
Geneva County,31.0862933,-85.803014,Alabama
St Charles Parish,29.9719509,-90.306217,Orleans
Day County,45.3658879,-97.6152661,South Dakota
Gillespie County,30.2954086,-98.9086643,Texas
Northumberland County,40.8488473,-76.6943741,Pennsylvania
Cedar County,39.3927795,-110.4550929,Utah
Swift County,45.2797223,-95.6898654,Minnesota
Parke County,39.7686321,-87.2158436,Indiana
Mason County,38.7499013,-82.052456,Virginia
Morgan County,39.7062265,-90.190335,Illinois
Cameron County,26.1291189,-97.4134281,Texas
Stone County,36.7377156,-93.4555059,Missouri
Seneca Indian Reservation,42.6967239,-76.8762298,Indian
Berkeley County,39.4535243,-78.0395522,Virginia
Wade Hampton Census Area,62.2002165,-163.764702,Alaska
Crook County,44.1460291,-120.3839476,Oregon
Castro County,34.4952536,-102.2592314,Texas
Washington County,36.0643827,-94.1582113566645,Arkansas
Anderson County,34.5258335,-82.652962,South Carolina
Caldwell County,39.6558966,-93.9997281,Missouri
Alexandria,52.633333,-122.45,District Of Columbia
Lincoln County,43.0138672,-114.1650584,Idaho
DeKalb County,33.7575613,-84.2186508,Georgia
Newton County,32.3882835,-89.1317486,Mississippi
Allen County,36.7528961,-86.1924103,Kentucky
Milam County,30.7626867,-96.9981706,Texas
Quitman County,31.8769847,-85.0154412,Georgia
Grand Forks County,47.9090529,-97.4800435,Dakota
Webster County,33.6197203,-89.2646598,Mississippi
Scott County,36.4380433,-84.5095507,Tennessee
Tripp County,43.3235158,-99.8941094,Dakota
Faulk County,45.0743643,-99.1739778,South Dakota
Glasscock County,31.8640224,-101.4811312,Texas
Claiborne County,31.9640731,-90.9141968,Mississippi
Summit County,41.1457902,-81.5333603,Ohio
Bonner County,48.2663565,-116.5952716,Idaho
Barnwell County,33.2641009,-81.4190808,South Carolina
Franklin County,34.440962,-87.8339064,Alabama
Crockett County,30.6517377,-101.3766686,Texas
Sherman County,39.3412127,-101.7492408,Kansas
Chisago County,45.4758877,-92.8849411,Minnesota
Torrance County,34.6356278,-105.9059678,New Mexico
Livingston County,42.7360902,-77.7781416,New York
Bayfield County,46.4710241,-91.1983175,Wisconsin
Florida Municipio,-11.1734922,-67.5723093,Puerto Rico
Chambers County,32.8901658,-85.3866953,Alabama
St. Lawrence County,44.4973591,-75.0657043,New York
Schuyler County,40.1370869,-90.5697373,Illinois
Emmet County,43.3707528,-94.6749933,Iowa
Comerío Municipio,18.2184324,-66.2264652,Puerto Rico
Clermont County,39.0678155,-84.1566341,Ohio
Plymouth County,42.7369124,-96.2213607,Iowa
Haskell County,33.1542164,-99.7199972,Texas
Jeff Davis County,30.7018281,-104.1501698,Texas
Reeves County,31.232003,-103.6583657,Texas
Arapahoe County,38.896094,-94.769634,Kansas
St Charles County,38.783029,-90.4822662,Missouri
San Miguel County,37.96345975,-108.411848160853,Colorado
Rolette County,48.7419695,-99.8380336,North Dakota
Cass County,38.8295102,-94.4980792387398,Georgia
Cherokee County,42.7247968,-95.6249803,Iowa
Santa Cruz County,31.5094579,-110.8476281,Arizona
Fillmore County,40.5292953,-97.599729,Nebraska
Michilimackinac County,45.78651165,-84.735995088561,Michigan
Matanuska-Susitna Borough,62.3402481,-149.4793288,Alaska
Cavalier County,48.7664381,-98.5001391,North Dakota
Assumption Parish,30.04459955,-89.9256741491674,Orleans
Tulsa County,36.1012145,-95.9250506,Oklahoma
Platte County,42.0923141,-104.9870991,Wyoming
Jackson County,30.8013861,-85.2063186,Florida
Menard County,40.0166667,-89.7858065,Illinois
Buena Vista County,42.7445814,-95.1127525,Iowa
Eagle County,39.6161124,-106.7172844,Colorado
Adams County,38.8398935,-83.5051704,Ohio
Oneida County,45.6879163,-89.4779558,Wisconsin
Opelousas Parish,29.95010355,-90.0439695153373,Orleans
Monroe County,33.8884929,-88.4747009,Mississippi
Hancock County,33.259656,-82.9988136955049,Georgia
Lake County,41.4193829,-87.3692227,Indiana
Putnam County,38.4939687,-81.9150148,Virginia
Northern District,55.8019121,37.5169755,Alaska
Wayne County,43.1500557,-77.0377603,New York
Oxford County,42.1167621,-71.8647941,Massachusetts
Carbon County,45.2050058,-109.1434792,Montana
Montgomery County,38.0372304,-83.9152368,Kentucky
Raleigh County,37.7493481,-81.2250929,Virginia
Potter County,41.7302743,-77.9022292,Pennsylvania
Effingham County,39.0520902,-88.6029006,Illinois
Champaign County,40.1346857,-88.1975558,Illinois
Hampshire County,42.3432499,-72.6213339,Massachusetts
Blue Earth County,44.0109722,-94.0560643,Minnesota
Spink County,44.9438314,-98.3730958,Dakota
Mountrail County,48.230321,-102.3603325,North Dakota
Aitkin County,46.5714822,-93.3847595,Minnesota
Ocean County,39.977818,-74.3319287,New Jersey
Becker County,46.9298236,-95.6761851,Minnesota
Hancock County,40.9939911,-83.6587588,Ohio
Edmonson County,37.1999181,-86.2206738,Kentucky
Lincoln County,39.0605477,-90.959359,Missouri
Burleigh County,46.9498874,-100.5127667,North Dakota
Craig County,36.7594037,-95.2053495,Oklahoma
Hamilton County,31.6429346,-97.9715967,Texas
Woodford County,38.0686424,-84.7404532,Kentucky
Morehouse Parish,32.8326959,-91.8374127,Louisiana
Hamblen County,36.2068067,-83.267995,Tennessee
Ringgold County,40.7399875,-94.2547473,Iowa
Aurora County,43.6963371,-98.5722461,Dakota
Jefferson County,44.6072499,-121.2463145,Oregon
Jefferson County,39.2405893,-95.391413,Kansas
Minidoka County,42.844092,-113.6059588,Idaho
Green County,42.6791433,-89.6076428,Wisconsin
Copiah County,31.8563532,-90.4798717,Mississippi
Hardee County,27.4856349,-81.8196804,Florida
Edmunds County,45.4163408,-99.2220208,Dakota
Cabell County,38.4200892,-82.2316907,West Virginia
Walla Walla County,46.2055155,-118.5174284,Washington
Greenwood County,38.2057251,-105.0965372,Colorado
Prowers County,37.9455797,-102.4130793,Colorado
Greene County,39.6908207,-83.9175037,Ohio
Fayette County,42.8420766,-91.850265,Iowa
Montgomery County,30.301949,-95.5065944,Texas
Klamath County,41.533995,-124.015565164009,California
Montague County,33.6205753,-97.7215754,Texas
Nantucket County,41.2657181,-70.0683144,Massachusetts
Osceola County,28.0443842,-81.1437541,Florida
Marshall County,36.8624306,-88.3264641,Kentucky
Polk County,30.7642828,-94.8192175,Texas
York County,43.4229305,-70.6546639,Maine
McClain County,34.9756991,-97.481167,Oklahoma
Jackson County,39.03540865,-94.3604862534099,Missouri
Hennepin County,45.0257232,-93.4865052,Minnesota
Campbell County,36.3865389,-84.1351617,Tennessee
Burke County,33.0482247,-81.9575983,Georgia
Lauderdale County,35.7579793,-89.6175055,Tennessee
Bonneville County,43.3993844,-111.4752257,Idaho
Lenoir County,35.2590371,-77.6484879,North Carolina
Washington County,38.3662806,-89.4201902,Illinois
Itasca County,47.4968343,-93.6225663,Minnesota
Lowndes County,30.8195619,-83.2628255,Georgia
Winnebago County,42.3255276,-89.1496574,Illinois
Bristol city,36.6176148,-82.1484049,Virginia
Ferry County,48.4736934,-118.4834362,Washington
Spartanburg County,34.937029,-81.9955954,South Carolina
Edmunds County,45.4163408,-99.2220208,South Dakota
Cambria County,40.4843583,-78.718852,Pennsylvania
Marion County,41.3144108,-93.1010141,Iowa
Houston County,31.3378465,-95.390805,Texas
Linn County,42.0631825,-91.6037932,Iowa
Clinton County,44.7278943,-73.6686982,New York
Ouray County,38.146044,-107.7414887,Colorado
Davis County,40.7474784,-92.3965311,Iowa
Bossier Parish,32.6676663,-93.5959786,Louisiana
Livingston County,40.8682487,-88.5631125,Illinois
Prince William County,38.7389846,-77.5536743,Virginia
Pierce County,48.1957108,-100.0625504,North Dakota
Mifflin County,40.6099183,-77.6215085,Pennsylvania
Smith County,32.0018336,-89.4877278,Mississippi
Jefferson County,29.834772,-94.1704496,Texas
Thomas County,39.3529613,-101.0810229,Kansas
Payne County,36.0721527,-96.9456522,Oklahoma
Bath County,38.0569352,-79.7473786,Virginia
Berks County,40.4113762,-75.9433305,Pennsylvania
McKean County,41.8019737,-78.5769879,Pennsylvania
Shambip County,40.3387586,-112.4635071,Utah
Martin County,37.8022242,-82.5077178,Kentucky
Jefferson County,33.0380388,-82.436141,Georgia
Audubon County,41.670205,-94.9106526,Iowa
Kiowa County,38.4411214,-102.7628476,Colorado
Arthur County,41.5721288,-101.6974898,Nebraska
Lawrence County,44.3501591,-103.8248538,South Dakota
McPherson County,41.5621689,-101.082432,Nebraska
Accomack County,37.7422207,-75.6743538,Virginia
Kern County,35.3145701,-118.7538222,California
Rawlins County,39.7904797,-101.0994722,Kansas
Ingham County,42.5860505,-84.3800841,Michigan
Wrangell City and Borough,56.2045673,-132.0432552,Alaska
Langlade County,45.2728122,-89.067113,Wisconsin
Fulton County,43.1061507,-74.4461771,New York
Morovis Municipio,18.3259942,-66.4073519,Puerto Rico
Colfax County,41.5738643,-97.0828487,Nebraska
Madison County,38.1355772,-96.135829,Kansas
Gaston County,35.2849659,-81.179014,North Carolina
Orange County,28.495156,-81.3111658,Florida
Elk County,41.437362,-78.626009,Pennsylvania
Boone County,38.9589235,-84.7160121,Kentucky
Grainger County,36.2810821,-83.5107018,Tennessee
Madison County,42.875882,-75.6802581,New York
Hardin County,40.6880457,-83.6835337,Ohio
Cobb County,33.9373948,-84.5732006,Georgia
Lowndes County,33.4466925,-88.4108384,Mississippi
Oceana County,43.6200297,-86.277073,Michigan
Lonoke County,34.7414404,-91.862792,Arkansas
Red River Parish,32.0835604,-93.3111105,Louisiana
Lincoln County,44.6201742,-123.9276915,Oregon
Tift County,31.458826,-83.5179331258868,Georgia
Tama County,42.0568108,-92.5433918,Iowa
Iroquois County,40.7351265,-87.8309209,Illinois
Lake County,36.3379566,-89.4685963,Tennessee
Butler County,42.7336512,-92.7819493,Iowa
Schuyler County,40.4644896,-92.5152037,Missouri
Sheridan County,47.5321614,-100.367913,Dakota
Presho County,43.909712,-100.058734,South Dakota
Massac County,37.2177417,-88.7163312,Illinois
Calvert County,38.5288529,-76.537764,Maryland
Allen County,40.8077797,-84.0572225,Ohio
Nicholas County,38.2784261,-80.770707,West Virginia
DeKalb County,34.4524349,-85.7662118,Alabama
Walton County,30.6204939,-86.1912678,Florida
Richland Parish,32.4196791,-91.8105911,Louisiana
Casey County,37.2911032,-84.9146294,Kentucky
Grand Traverse County,44.6409162,-85.5801336,Michigan
Acadia Parish,30.2740735,-92.3957036,Louisiana
Washington County,36.740236,-81.9421666,Virginia
Calhoun County,28.5031572,-96.6736551,Texas
Ramsey County,45.0165728,-93.0949501,Minnesota
Dade County,25.75533775,-80.3762816704921,Florida
Wilkin County,46.3258354,-96.4586194,Minnesota
Cibola County,34.8722771,-107.9398474,New Mexico
Geauga County,41.4768249,-81.1850459,Ohio
Franklin County,38.4021095,-91.0841241,Missouri
Harrison County,30.4553392,-89.1313136,Mississippi
Henderson County,37.76721,-87.5573742,Kentucky
Gwinnett County,33.9566869,-84.0227467,Georgia
Alpine County,38.5893934,-119.8345013,California
Mississippi County,35.7547987,-90.0875933,Arkansas
Kings County,40.64530975,-73.9550230275334,New York
Calhoun County,42.3808184,-94.6332459,Iowa
Foote County,39.0979684,-94.5558283,Kansas
Valley County,41.5595723,-98.9805484,Nebraska
Culberson County,31.4622625,-104.482834,Texas
Northwest Arctic Borough,67.2385127,-159.9816347,Alaska
Wetzel County,39.6092584,-80.6503396,West Virginia
Lumpkin County,34.5546076,-83.9926806,Georgia
Umpqua County,43.3646201,-123.4707511,Oregon
Calhoun County,33.9253624,-89.3231269,Mississippi
Pickaway County,39.6725327,-83.0373284,Ohio
Danville city,36.5706943,-79.3882557,Virginia
Pawnee County,36.3151645,-96.7200995,Oklahoma
Putnam County,36.1379872,-85.4553784,Tennessee
De Soto Parish,32.0195388,-93.7488946,Louisiana
Dubois County,38.3644324,-86.8870278,Indiana
Morgan County,36.1372409,-84.629496,Tennessee
Kidder County,46.9636218,-99.7952675,Dakota
Seward,60.104202,-149.4426113,Alaska
Tuscarawas County,40.3759469,-81.464888,Ohio
Moultrie County,39.6391442,-88.6087498,Illinois
Labette County,37.1899712,-95.3103729,Kansas
Custer County,41.4022198,-99.7272241,Nebraska
Santa Barbara County,34.7136533,-119.9858232,California
Clinton County,41.9054695,-90.5599971,Iowa
Upson County,32.8641062,-84.2904968,Georgia
Placer County,39.1012064,-120.7650606,California
District of Columbia,38.89366125,-76.987883253882,District Of Columbia
Marion County,35.1507807,-85.617868,Tennessee
Madison County,34.7736807,-86.5675095,Alabama
Maunabo Municipio,18.0073443,-65.8995484,Puerto Rico
Baldwin County,33.0869398,-83.2633216,Georgia
Dougherty County,31.5426984,-84.1960829,Georgia
Drew County,33.5716907,-91.7160969,Arkansas
Norton city,36.9401004,-82.5947782,Virginia
Collin County,33.1609629,-96.6060984,Texas
Ben Hill County,31.7462726,-83.2355879,Georgia
Stewart County,36.5092672,-87.8252756,Tennessee
Columbia County,42.2415027,-73.6723456,New York
Ceiba Municipio,-11.40808955,-67.6057294218031,Puerto Rico
Shawano County,44.7817214,-88.7118868,Wisconsin
Faulkner County,35.1470851,-92.3219053,Arkansas
Jackson County,38.818099,-81.6584708,Virginia
Bartholomew County,39.1914156,-85.8204601,Indiana
Quitman County,34.1920186,-90.2946542,Mississippi
Cumberland County,40.1541581,-77.2803933,Pennsylvania
Cherokee County,31.8390826,-95.1791849,Texas
Autauga County,32.5165255,-86.6319403,Alabama
Wallace County,38.9073846,-101.7565099,Kansas
Brown County,42.4068829,-99.9120353,Nebraska
Marion County,31.2247688,-89.8217717,Mississippi
Furnas County,40.1791278,-99.8981009,Nebraska
Hitchcock County,40.1659573,-101.0387468,Nebraska
Suffolk city,36.7427673,-76.6241825,Virginia
Cherokee County,34.2391265,-84.4720272,Georgia
Logan County,40.1075089,-89.3768539,Illinois
Travis County,30.2878569,-97.7561392,Texas
Coosa County,32.9181762,-86.2327497,Alabama
Chittenden County,44.4531756,-73.0673673,Vermont
Edgefield County,33.7635851,-81.9759066,South Carolina
Baker County,30.3143459,-82.2847163,Florida
Falls County,31.2320941,-96.9262126,Texas
Keya Paha County,42.8866032,-99.6995454,Nebraska
Garrett County,39.544087,-79.2496976,Maryland
Woods County,36.7915843,-98.8313546,Oklahoma
Bell County,36.7370344,-83.6491695,Kentucky
San Benito County,36.6248089,-121.1177379,California
Sangamon County,39.7623668,-89.6454905,Illinois
Hancock County,39.888467,-85.583973,Alabama
Marion County,39.7810289,-86.1365457,Indiana
Webster County,32.050618,-84.5473105,Georgia
Lac qui Parle County,44.986426,-96.2024907,Minnesota
Grant County,40.5114735,-85.6540606,Indiana
Giles County,37.3088528,-80.7098781,Virginia
Iron County,46.2254778,-90.2125304,Wisconsin
San Patricio County,27.9973226,-97.5130456,Texas
Clackamas County,45.1608821,-122.2305038,Oregon
Nash County,35.992983,-77.9755309,North Carolina
Quay County,35.1439219,-103.4183431,New Mexico
Meade County,37.9313371,-86.1902231,Kentucky
Bourbon County,38.207365,-84.259302,Virginia
Ciales Municipio,18.3365825,-66.4681966,Puerto Rico
Ashland County,40.7887367,-82.2360391,Ohio
Pike County,39.3683251,-91.1825617,Missouri
Monona County,42.0218737,-95.9356631,Iowa
Blair County,40.4870748,-78.3682329,Pennsylvania
Greene County,33.5492988,-83.1660939,Georgia
Pueblo County,38.187635,-104.5350145,Colorado
Hampton County,32.7861789,-81.1237271,South Carolina
Clatsop County,45.980728,-123.6687499,Oregon
Caddo Parish,32.529173,-93.8931785,Louisiana
Warrick County,38.0906065,-87.2758933,Indiana
Shelby County,39.493485,-85.8190596,Indiana
Jefferson County,38.3010487,-88.9344303,Illinois
Letcher County,37.1208843,-82.8451698,Kentucky
Madison County,38.4114615,-78.2846634,Virginia
Bosque County,31.8778358,-97.6561014,Texas
Greene County,39.8513322,-80.2466384,Pennsylvania
Robertson County,31.0339058,-96.5079742,Texas
Pike County,38.4159433,-87.214144,Indiana
St. Helena Parish,30.8080103,-90.6932182,Louisiana
Hot Spring County,34.2956351,-92.9005742,Arkansas
McCulloch County,31.1699604,-99.3885277,Texas
Yellowstone National Park,44.6200885,-110.560757459431,Wyoming
DeSoto County,27.190253,-81.8244232,Florida
Twin Falls County,42.2728777,-114.6971949,Idaho
Custer County,44.2339362,-114.2286662,Idaho
Williamsburg city,37.2815351,-76.6884676,Virginia
Clark County,39.3260541,-87.7838526,Illinois
Broomfield County,39.9379892,-105.0587294,Colorado
Grant County,45.1690114,-96.7057561,Dakota
Stephens County,34.55119,-83.2976462,Georgia
Choctaw County,34.0246234,-95.52055,Oklahoma
